actual,proposed
472.8938903808594,37.089908599853516
469.4833679199219,41.870155334472656
466.0728454589844,46.42177963256836
0.0,50.753578186035156
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
206.4216766357422,0.0
230.29510498046875,0.0
254.16851806640625,0.0
271.22088623046875,0.0
291.68377685546875,0.0
308.73626708984375,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,30.129690170288086
0.0,30.716611862182617
0.0,31.236196517944336
0.0,31.735795974731445
0.0,32.171417236328125
0.0,32.5455207824707
0.0,32.90523147583008
0.0,33.2511100769043
0.0,33.62845230102539
0.0,33.99127960205078
0.0,34.34014892578125
0.0,34.63084030151367
0.0,34.95511245727539
0.0,35.26691436767578
0.0,35.56672286987305
0.0,35.85499954223633
0.0,36.1321907043457
0.0,36.398719787597656
0.0,36.610233306884766
0.0,36.8136100769043
0.0,37.0091667175293
0.0,37.152442932128906
0.0,37.29020690917969
0.0,37.46743392944336
0.0,37.59308624267578
0.0,37.66913986206055
0.0,37.69750213623047
0.0,37.635250091552734
0.0,37.485862731933594
0.0,37.29746627807617
0.0,37.116310119628906
0.0,36.897361755371094
0.0,36.686832427978516
0.0,36.43963623046875
0.0,36.15718460083008
0.0,35.885597229003906
0.0,35.713985443115234
0.0,35.459442138671875
0.0,35.169925689697266
0.0,34.84678268432617
0.0,34.580833435058594
0.0,34.23558807373047
0.0,33.903621673583984
0.0,33.58442306518555
0.0,33.23273849487305
0.0,32.849815368652344
0.0,32.52638244628906
0.0,32.21539306640625
0.0,31.91636085510254
0.0,31.539304733276367
0.0,31.17675018310547
0.0,30.73861312866211
0.0,30.272567749023438
0.0,29.77968406677246
0.0,29.26099395751953
0.0,28.762252807617188
0.0,28.28269386291504
0.0,27.776817321777344
0.0,27.24563217163086
0.0,26.734878540039062
0.0,26.199005126953125
0.0,25.594219207763672
0.0,24.967931747436523
0.0,24.36573028564453
0.0,23.8762149810791
0.0,23.45029067993164
0.0,22.99598503112793
0.0,22.55915069580078
0.0,22.13912010192871
0.0,21.73524284362793
0.0,21.39166259765625
0.0,21.061298370361328
0.0,20.698875427246094
0.0,20.305633544921875
0.0,19.927515029907227
0.0,19.47441291809082
0.0,18.94921112060547
0.0,18.444210052490234
0.0,18.003395080566406
0.0,17.624298095703125
0.0,17.259780883789062
0.0,16.95404815673828
0.0,16.749597549438477
0.0,16.553009033203125
0.0,16.319223403930664
0.0,16.09442901611328
0.0,15.833517074584961
0.0,15.537877082824707
0.0,15.253606796264648
0.0,15.02503490447998
0.0,14.626198768615723
0.0,14.108416557312012
0.0,13.476258277893066
0.0,12.778889656066895
0.0,12.063580513000488
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,10.879111289978027
0.0,11.982625007629395
0.0,13.043696403503418
0.0,14.153480529785156
0.0,15.265344619750977
0.0,16.42397117614746
0.0,17.6275634765625
0.0,18.874385833740234
0.0,20.118017196655273
0.0,21.31381607055664
0.0,22.508386611938477
0.0,23.657012939453125
0.0,24.76146125793457
0.0,25.77866554260254
0.0,26.75674819946289
0.0,27.652448654174805
0.0,28.51369857788086
0.0,29.34182357788086
0.0,30.138097763061523
0.0,30.948509216308594
0.0,31.727752685546875
0.0,32.521785736083984
0.0,33.285282135009766
0.0,33.974647521972656
0.0,34.6822624206543
0.0,35.40742874145508
0.0,36.104698181152344
0.0,36.864681243896484
0.0,37.59543228149414
0.0,38.342838287353516
0.0,39.06149673461914
0.0,39.70775604248047
0.0,40.284393310546875
0.0,40.794090270996094
0.0,41.32894515991211
0.0,41.843231201171875
0.0,42.337738037109375
0.0,42.90274429321289
0.0,43.490787506103516
0.0,43.9666862487793
0.0,44.33475875854492
0.0,44.68867111206055
0.0,44.98421096801758
0.0,45.22361755371094
0.0,45.409053802490234
0.0,45.63212203979492
0.0,45.84660720825195
0.0,46.00808334350586
0.0,46.073822021484375
0.0,46.13703536987305
0.0,46.153053283691406
0.0,46.07892990112305
0.0,45.87336730957031
0.0,45.63094711303711
0.0,45.35308837890625
0.0,44.99639129638672
0.0,44.608646392822266
0.0,44.280582427978516
0.0,43.92036819458008
0.0,43.574012756347656
0.0,43.19621276855469
0.0,42.832942962646484
0.0,42.52840805053711
0.0,42.23558807373047
0.0,41.90926742553711
0.0,41.50597381591797
0.0,40.9838981628418
0.0,40.39238357543945
0.0,39.73408889770508
0.0,38.922061920166016
0.0,38.006980895996094
0.0,36.94804000854492
0.0,35.79553985595703
0.0,34.553077697753906
0.0,33.179351806640625
0.0,31.768930435180664
0.0,30.367998123168945
0.0,28.88665771484375
0.0,27.283241271972656
0.0,25.651968002319336
0.0,24.038671493530273
0.0,22.353137969970703
0.0,20.68766975402832
0.0,18.99673080444336
0.0,17.281299591064453
0.0,15.631848335266113
0.0,14.045836448669434
0.0,12.476065635681152
0.0,10.877143859863281
0.0,9.33971881866455
0.0,7.90618896484375
0.0,6.572558403015137
0.0,5.3349809646606445
0.0,4.1897664070129395
0.0,3.13336181640625
0.0,2.207115650177002
0.0,1.4507808685302734
0.0,0.8578267097473145
0.0,0.3772055208683014
0.0,0.04935657978057861
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.06200307980179787
0.0,0.32819581031799316
0.0,0.7184410095214844
0.0,1.3174906969070435
0.0,2.0725505352020264
0.0,3.0671467781066895
0.0,4.247303485870361
0.0,5.561123847961426
0.0,7.003462791442871
0.0,8.524618148803711
0.0,10.076789855957031
0.0,11.658790588378906
0.0,13.269472122192383
0.0,14.907731056213379
0.0,16.482980728149414
0.0,17.997644424438477
0.0,19.454050064086914
0.0,20.809677124023438
0.0,22.023637771606445
0.0,23.14614486694336
0.0,24.180713653564453
0.0,25.13072967529297
0.0,25.99944496154785
0.0,26.745222091674805
0.0,27.417551040649414
0.0,28.064022064208984
0.0,28.730392456054688
0.0,29.281604766845703
0.0,29.722095489501953
0.0,30.19040298461914
0.0,30.730224609375
0.0,31.249284744262695
0.0,31.703617095947266
0.0,32.0957145690918
0.0,32.47272872924805
0.0,32.8800048828125
0.0,33.31637954711914
0.0,33.780738830566406
0.0,34.3167610168457
0.0,34.83216857910156
0.0,35.32775115966797
0.0,35.80427551269531
0.0,36.307228088378906
0.0,36.79084014892578
0.0,37.30061340332031
0.0,37.74601745605469
0.0,38.1295280456543
0.0,38.498291015625
0.0,38.85287094116211
0.0,39.19381332397461
0.0,39.43211364746094
0.0,39.571720123291016
0.0,39.61643600463867
0.0,39.6594352722168
0.0,39.56648635864258
0.0,39.47711181640625
0.0,39.3016471862793
0.0,39.04341125488281
0.0,38.79510498046875
0.0,38.5115852355957
0.0,38.28373718261719
0.0,38.06464767456055
0.0,37.764461517333984
0.0,32.72026062011719
0.0,30.29795265197754
0.0,27.834522247314453
0.0,25.421077728271484
0.0,23.055692672729492
0.0,20.826047897338867
0.0,18.682157516479492
0.0,16.620725631713867
0.0,14.593816757202148
0.0,12.734392166137695
0.0,11.080771446228027
0.0,9.625041007995605
0.0,8.314824104309082
0.0,7.189291000366211
0.0,6.241333961486816
0.0,5.598414421081543
0.0,5.159276962280273
0.0,4.871316432952881
0.0,4.77348518371582
0.0,4.768939971923828
0.0,4.898859977722168
0.0,5.202833652496338
0.0,5.629406929016113
0.0,6.129100322723389
0.0,6.788625240325928
0.0,7.512310981750488
0.0,8.342449188232422
0.0,9.27495002746582
0.0,11.343628883361816
0.0,12.518799781799316
0.0,13.738299369812012
0.0,14.955658912658691
0.0,16.17095947265625
0.0,17.42904281616211
0.0,18.72826385498047
0.0,20.022279739379883
0.0,21.266525268554688
0.0,22.50767707824707
0.0,23.74585723876953
0.0,24.891653060913086
0.0,25.993377685546875
0.0,27.097492218017578
0.0,28.20390510559082
0.0,29.222999572753906
0.0,30.15813446044922
0.0,31.057302474975586
0.0,31.966650009155273
0.0,32.796260833740234
0.0,33.63872528076172
0.0,34.35926055908203
0.0,35.09684753417969
0.0,35.80606460571289
0.0,36.488006591796875
0.0,37.09895324707031
0.0,37.73116683959961
0.0,38.29430389404297
0.0,38.88054275512695
0.0,39.39946746826172
0.0,39.80891036987305
0.0,40.20260238647461
0.0,40.446868896484375
0.0,40.6369743347168
0.0,40.77500534057617
0.0,40.81820297241211
0.0,40.94926452636719
0.0,41.030521392822266
0.0,41.10865020751953
0.0,41.04949188232422
0.0,41.082130432128906
0.0,41.15827560424805
0.0,41.141971588134766
0.0,41.08152770996094
0.0,41.02341079711914
0.0,40.922767639160156
0.0,40.825992584228516
0.0,40.732940673828125
0.0,40.59870147705078
0.0,40.42486572265625
0.0,40.212947845458984
0.0,40.009185791015625
0.0,39.76849365234375
0.0,39.49230194091797
0.0,39.18196487426758
0.0,38.79404067993164
0.0,38.37627410888672
0.0,38.01933670043945
0.0,34.356571197509766
0.0,33.70661163330078
0.0,32.992122650146484
0.0,31.246824264526367
0.0,30.268836975097656
0.0,29.1494140625
0.0,27.9835205078125
0.0,26.728179931640625
0.0,25.431594848632812
0.0,22.63490104675293
0.0,21.2271728515625
0.0,19.73929786682129
0.0,18.129596710205078
0.0,16.49228286743164
0.0,14.828417778015137
0.0,13.183783531188965
0.0,11.602405548095703
0.0,10.081849098205566
0.0,8.57501220703125
0.0,5.8207807540893555
0.0,4.522594451904297
0.0,3.274338722229004
0.0,2.0293290615081787
0.0,0.8769681453704834
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.9183118939399719
0.0,1.9125385284423828
0.0,2.9132893085479736
0.0,4.00984001159668
0.0,5.1537394523620605
0.0,6.29840612411499
0.0,7.488574028015137
0.0,8.677729606628418
0.0,9.865912437438965
0.0,11.00839614868164
0.0,12.151700973510742
0.0,13.251033782958984
0.0,14.308083534240723
0.0,15.324477195739746
0.0,16.257015228271484
0.0,17.153688430786133
0.0,18.015872955322266
0.0,18.934419631958008
0.0,19.683349609375
0.0,20.313949584960938
0.0,20.875530242919922
0.0,21.415512084960938
0.0,21.93472671508789
0.0,22.433971405029297
0.0,22.914012908935547
0.0,23.375593185424805
0.0,23.81941795349121
0.0,24.246173858642578
0.0,24.656517028808594
0.0,25.095840454101562
0.0,25.518266677856445
0.0,25.834918975830078
0.0,26.09463119506836
0.0,26.210065841674805
0.0,26.276296615600586
0.0,26.384742736816406
0.0,26.44425392150879
0.0,26.367191314697266
0.0,26.248327255249023
0.0,26.08927345275879
0.0,25.61366844177246
0.0,25.344736099243164
0.0,25.086149215698242
0.0,24.74797821044922
0.0,24.333288192749023
0.0,23.845020294189453
0.0,23.330772399902344
0.0,22.88106346130371
0.0,22.538177490234375
0.0,22.208478927612305
0.0,21.712411880493164
0.0,21.101131439208984
0.0,20.42384147644043
0.0,19.72783660888672
0.0,19.0585994720459
0.0,18.37034034729004
0.0,17.663789749145508
0.0,16.11079216003418
0.0,15.26733112335205
0.0,14.366785049438477
0.0,12.44789981842041
0.0,11.387215614318848
0.0,10.322564125061035
0.0,9.298860549926758
0.0,8.269765853881836
0.0,7.2354888916015625
0.0,5.23998498916626
0.0,4.277478218078613
0.0,2.4173357486724854
0.0,1.3395746946334839
0.0,0.2585062086582184
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.11077173054218292
0.0,1.3151118755340576
0.0,2.517894744873047
0.0,3.76393985748291
0.0,6.467042446136475
0.0,7.874538421630859
0.0,9.317427635192871
0.0,10.74958324432373
0.0,12.126657485961914
0.0,13.495530128479004
0.0,16.165151596069336
0.0,17.468219757080078
0.0,18.810699462890625
0.0,20.14630699157715
0.0,21.475309371948242
0.0,22.708431243896484
0.0,23.894126892089844
0.0,25.078983306884766
0.0,26.307788848876953
0.0,27.578861236572266
184.16587829589844,28.80104637145996
0.0,30.110515594482422
0.0,31.32485580444336
0.0,32.44772720336914
0.0,33.57217788696289
0.0,34.653377532958984
0.0,35.6929931640625
0.0,36.692623138427734
0.0,37.653804779052734
0.0,38.57801818847656
0.0,39.377159118652344
0.0,40.05603790283203
0.0,40.66404342651367
0.0,41.24866485595703
0.0,41.8108024597168
0.0,42.351318359375
0.0,42.87104415893555
0.0,43.37078094482422
0.0,43.80653381347656
0.0,44.180763244628906
0.0,44.585365295410156
0.0,44.974403381347656
0.0,45.34847640991211
0.0,45.88721466064453
0.0,46.405235290527344
0.0,46.90332794189453
184.16580200195312,47.337501525878906
187.57603454589844,47.93402862548828
0.0,48.552371978759766
0.0,49.057411193847656
0.0,49.498260498046875
0.0,49.87739181518555
0.0,50.286705017089844
0.0,50.725040435791016
0.0,51.146514892578125
0.0,51.507015228271484
0.0,51.80888366699219
0.0,52.1439094543457
0.0,52.42128372192383
0.0,52.64323043823242
0.0,52.85663604736328
0.0,53.06183624267578
0.0,53.169620513916016
0.0,53.24034118652344
0.0,53.206966400146484
0.0,53.17488098144531
0.0,53.05449676513672
0.0,52.84922409057617
0.0,52.607078552246094
0.0,52.37424850463867
0.0,52.15037536621094
0.0,51.8455810546875
0.0,51.50775146484375
0.0,50.737998962402344
0.0,50.35324478149414
0.0,49.53975296020508
0.0,49.15631866455078
0.0,48.8323974609375
0.0,48.520931243896484
0.0,48.17668533325195
0.0,47.890438079833984
0.0,47.65996551513672
0.0,47.4383544921875
0.0,47.22526550292969
0.0,46.975616455078125
0.0,46.69080352783203
0.0,46.41694259643555
0.0,46.15361785888672
0.0,45.855655670166016
0.0,45.569156646728516
0.0,45.29367446899414
0.0,44.98402404785156
0.0,44.59675598144531
0.0,44.17961883544922
0.0,43.77853012084961
0.0,43.34810256958008
0.0,42.889469146728516
0.0,42.4484748840332
0.0,42.06920623779297
0.0,41.70452117919922
0.0,41.35386657714844
0.0,40.9719352722168
0.0,40.60469055175781
0.0,40.206809997558594
0.0,39.8242301940918
0.0,39.41160202026367
0.0,39.01484298706055
0.0,38.17871856689453
0.0,37.82938003540039
0.0,37.170494079589844
0.0,36.904693603515625
0.0,36.693885803222656
0.0,36.535945892333984
0.0,36.339317321777344
0.0,36.10548782348633
0.0,35.880653381347656
0.0,35.66446304321289
0.0,35.45659255981445
0.0,35.2567138671875
0.0,35.10928726196289
0.0,35.01229476928711
0.0,34.96379089355469
0.0,34.917152404785156
0.0,34.82754898071289
0.0,34.74139404296875
0.0,34.74807357788086
0.0,34.799259185791016
0.0,34.803714752197266
0.0,34.8079948425293
0.0,34.81211471557617
0.0,34.81607437133789
0.0,34.864646911621094
0.0,34.956111907958984
0.0,35.04405975341797
0.0,35.039100646972656
0.0,34.989566802978516
0.0,34.98670196533203
0.0,34.983943939208984
0.0,34.9365348815918
0.0,34.801422119140625
0.0,34.62674331665039
0.0,34.45878219604492
0.0,34.297279357910156
0.0,34.09722900390625
0.0,33.71990966796875
0.0,33.452537536621094
0.0,33.15068817138672
0.0,32.81568145751953
0.0,32.44879913330078
0.0,32.051265716552734
0.0,31.624258041381836
0.0,31.303199768066406
0.0,30.994489669799805
0.0,30.69765281677246
0.0,30.412233352661133
0.0,30.18255615234375
0.0,29.961711883544922
0.0,29.794124603271484
0.0,29.588220596313477
0.0,29.390233993530273
0.0,29.19986343383789
0.0,29.06157875061035
0.0,28.928611755371094
0.0,28.755996704101562
0.0,28.59001922607422
0.0,28.519948959350586
0.0,28.45257568359375
0.0,28.432554244995117
0.0,28.323781967163086
0.0,28.174428939819336
0.0,28.075584411621094
0.0,27.935775756835938
0.0,27.801345825195312
0.0,27.71685028076172
0.0,27.635604858398438
0.0,27.557483673095703
0.0,27.48236656188965
0.0,27.410139083862305
0.0,27.38545036315918
0.0,27.361709594726562
0.0,27.29412269592285
0.0,27.184371948242188
0.0,27.168365478515625
0.0,27.197738647460938
0.0,27.181217193603516
0.0,27.03104591369629
0.0,26.88665008544922
0.0,26.70304298400879
0.0,26.526498794555664
0.0,26.311981201171875
0.0,26.105714797973633
0.0,25.907381057739258
0.0,25.716676712036133
0.0,25.533306121826172
0.0,25.35698699951172
0.0,25.187450408935547
0.0,24.86768913269043
0.0,24.806499481201172
0.0,24.702899932861328
0.0,24.60328483581543
0.0,24.462736129760742
0.0,24.327594757080078
0.0,24.242412567138672
0.0,24.16050910949707
0.0,24.036991119384766
0.0,23.87346076965332
0.0,23.62669563293457
0.0,23.34465789794922
0.0,23.073469161987305
0.0,22.767946243286133
0.0,22.429410934448242
0.0,22.059133529663086
0.0,21.703096389770508
0.0,21.405517578125
0.0,21.119382858276367
0.0,20.844253540039062
0.0,20.325334548950195
0.0,20.080745697021484
0.0,19.845563888549805
0.0,19.619428634643555
0.0,19.35722541809082
0.0,19.1051082611084
0.0,18.862688064575195
0.0,18.62959098815918
0.0,18.405460357666016
0.0,18.234712600708008
0.0,18.070531845092773
0.0,17.91266632080078
0.0,17.716110229492188
0.0,17.482349395751953
0.0,17.257577896118164
0.0,16.996694564819336
0.0,16.65631675720215
0.0,16.239501953125
0.0,15.793956756591797
0.0,15.410310745239258
0.0,15.086183547973633
0.0,14.774523735046387
0.0,14.274507522583008
0.0,14.128355979919434
0.0,13.943062782287598
0.0,13.76489543914795
0.0,13.593581199645996
0.0,13.384092330932617
0.0,13.137896537780762
0.0,12.945934295654297
0.0,12.761354446411133
0.0,12.583874702453613
0.0,12.45798397064209
0.0,12.381698608398438
0.0,12.26358413696289
0.0,12.015721321105957
0.0,11.822155952453613
0.0,11.636034965515137
0.0,11.457072257995605
0.0,11.284993171691895
0.0,11.03000545501709
0.0,10.740065574645996
0.0,10.506036758422852
0.0,10.236248970031738
0.0,9.932073593139648
0.0,9.594834327697754
0.0,9.225802421569824
0.0,8.870964050292969
0.0,8.48500919342041
0.0,8.113899230957031
0.0,7.801826477050781
0.0,7.501756191253662
0.0,7.213226795196533
0.0,6.669034004211426
0.0,6.36776876449585
0.0,6.078091144561768
0.0,5.710027694702148
0.0,5.356120586395264
0.0,4.971065521240234
0.0,4.556056976318359
0.0,4.112246513366699
0.0,3.640742301940918
0.0,3.1873726844787598
0.0,2.7514402866363525
0.0,2.3770382404327393
0.0,2.0617997646331787
0.0,1.758685827255249
0.0,1.4224666357040405
0.0,1.0544153451919556
0.0,0.7452834248542786
0.0,0.49280476570129395
0.0,0.29480037093162537
0.0,0.1044115349650383
0.0,0.0
0.0,0.0
0.0,0.10295286774635315
0.0,0.09899314492940903
0.0,0.09518571943044662
0.0,0.09152472764253616
0.0,0.13276809453964233
0.0,0.17242518067359924
0.0,0.2105569988489151
0.0,0.2472222000360489
0.0,0.37200433015823364
0.0,0.49198710918426514
0.0,0.6521149277687073
0.0,0.895611047744751
0.0,1.219269037246704
0.0,1.664765477180481
0.0,2.093127489089966
0.0,2.594541072845459
0.0,3.166196584701538
0.0,3.8053886890411377
0.0,4.41999626159668
0.0,5.010965347290039
0.0,5.57920503616333
0.0,6.125588893890381
0.0,6.650958061218262
0.0,7.156120777130127
0.0,7.686617851257324
0.0,8.196711540222168
0.0,8.64242172241211
0.0,9.026229858398438
0.0,9.39527702331543
0.0,9.750128746032715
0.0,10.091333389282227
0.0,10.419414520263672
0.0,10.73487663269043
0.0,11.038206100463867
0.0,11.32986831665039
0.0,11.744600296020508
0.0,12.277671813964844
0.0,12.87976360321045
0.0,13.548224449157715
0.0,14.280503273010254
0.0,15.794211387634277
0.0,16.619155883789062
0.0,17.412372589111328
0.0,18.64331817626953
0.0,19.134868621826172
0.0,19.5627498626709
0.0,19.974172592163086
0.0,20.414535522460938
0.0,20.65890884399414
0.0,20.804357528686523
0.0,20.899450302124023
0.0,21.035648345947266
0.0,21.21137046813965
0.0,21.469858169555664
0.0,21.763168334960938
0.0,22.0899600982666
0.0,22.44894790649414
0.0,22.794126510620117
0.0,23.12602996826172
0.0,23.40040397644043
0.0,24.05046844482422
0.0,24.378814697265625
0.0,24.69453239440918
0.0,24.953344345092773
0.0,25.15743637084961
0.0,25.3984432220459
0.0,25.585416793823242
0.0,25.765199661254883
0.0,25.982830047607422
0.0,26.19209098815918
0.0,26.3933048248291
0.0,26.497249603271484
0.0,26.507671356201172
0.0,26.472932815551758
0.0,26.35000228881836
0.0,26.231800079345703
0.0,26.16290855407715
0.0,26.05190086364746
0.0,25.945165634155273
0.0,25.887296676635742
0.0,25.78689193725586
0.0,25.600820541381836
0.0,25.37714195251465
0.0,25.07254409790039
0.0,24.645370483398438
0.0,24.189863204956055
0.0,23.707111358642578
0.0,22.664033889770508
0.0,22.15044593811035
0.0,21.611846923828125
0.0,21.13872718811035
0.0,20.199892044067383
0.0,19.646785736083984
0.0,19.02543067932129
0.0,18.293684005737305
0.0,17.500553131103516
0.0,16.693164825439453
0.0,15.872069358825684
0.0,15.03779125213623
0.0,14.235601425170898
0.0,13.464263916015625
0.0,12.588303565979004
0.0,11.656509399414062
0.0,10.760554313659668
0.0,9.988582611083984
0.0,9.33582878112793
0.0,8.708181381225586
0.0,8.238960266113281
0.0,7.787786483764648
0.0,7.39872932434082
0.0,6.979872226715088
0.0,6.57712459564209
0.0,6.189867973327637
0.0,5.817505359649658
0.0,5.4147047996521
0.0,4.937869548797607
