Filename;Annotation tag;Upper left corner X;Upper left corner Y;Lower right corner X;Lower right corner Y;Origin file;Origin frame number;Origin track;Origin track frame number
dayTest/daySequence1--00055.jpg;stop;762;442;774;460;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;55;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;55
dayTest/daySequence1--00056.jpg;stop;762;442;774;460;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;56;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;56
dayTest/daySequence1--00057.jpg;stop;762;442;774;460;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;57;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;57
dayTest/daySequence1--00058.jpg;stop;762;441;777;463;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;58;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;58
dayTest/daySequence1--00059.jpg;stop;764;444;776;462;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;59;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;59
dayTest/daySequence1--00060.jpg;stop;762;444;777;462;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;60;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;60
dayTest/daySequence1--00061.jpg;stop;764;443;776;465;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;61;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;61
dayTest/daySequence1--00062.jpg;stop;764;445;776;467;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;62;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;62
dayTest/daySequence1--00063.jpg;stop;764;447;776;469;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;63;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;63
dayTest/daySequence1--00064.jpg;stop;764;450;776;468;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;64;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;64
dayTest/daySequence1--00065.jpg;stop;762;448;777;466;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;65;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;65
dayTest/daySequence1--00066.jpg;stop;764;448;776;466;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;66;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;66
dayTest/daySequence1--00067.jpg;stop;764;446;776;464;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;67;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;67
dayTest/daySequence1--00068.jpg;stop;764;446;776;464;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;68;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;68
dayTest/daySequence1--00069.jpg;stop;764;446;776;464;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;69;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;69
dayTest/daySequence1--00070.jpg;stop;764;446;776;464;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;70;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;70
dayTest/daySequence1--00071.jpg;stop;764;445;776;463;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;71;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;71
dayTest/daySequence1--00072.jpg;stop;762;443;777;465;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;72;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;72
dayTest/daySequence1--00073.jpg;stop;762;444;777;462;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;73;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;73
dayTest/daySequence1--00074.jpg;stop;762;444;774;462;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;74;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;74
dayTest/daySequence1--00075.jpg;stop;763;441;775;463;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;75;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;75
dayTest/daySequence1--00076.jpg;stop;762;442;774;460;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;76;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;76
dayTest/daySequence1--00077.jpg;stop;762;442;774;460;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;77;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;77
dayTest/daySequence1--00078.jpg;stop;762;440;774;458;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;78;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;78
dayTest/daySequence1--00079.jpg;stop;762;440;774;458;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;79;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;79
dayTest/daySequence1--00080.jpg;stop;762;437;774;459;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;80;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;80
dayTest/daySequence1--00081.jpg;stop;762;440;774;458;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;81;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;81
dayTest/daySequence1--00082.jpg;stop;760;440;775;458;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;82;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;82
dayTest/daySequence1--00083.jpg;stop;760;439;775;461;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;83;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;83
dayTest/daySequence1--00084.jpg;stop;761;439;773;461;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;84;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;84
dayTest/daySequence1--00085.jpg;stop;760;442;772;460;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;85;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;85
dayTest/daySequence1--00086.jpg;stop;760;439;772;461;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;86;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;86
dayTest/daySequence1--00087.jpg;stop;760;442;772;460;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;87;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;87
dayTest/daySequence1--00088.jpg;stop;760;439;772;461;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;88;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;88
dayTest/daySequence1--00089.jpg;stop;760;440;772;458;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;89;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;89
dayTest/daySequence1--00090.jpg;stop;757;439;772;461;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;90;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;90
dayTest/daySequence1--00091.jpg;stop;758;441;770;463;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;91;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;91
dayTest/daySequence1--00092.jpg;stop;758;444;770;462;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;92;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;92
dayTest/daySequence1--00093.jpg;stop;758;444;770;462;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;93;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;93
dayTest/daySequence1--00094.jpg;stop;755;444;770;462;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;94;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;94
dayTest/daySequence1--00095.jpg;stop;755;444;770;462;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;95;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;95
dayTest/daySequence1--00096.jpg;stop;756;442;768;460;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;96;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;96
dayTest/daySequence1--00097.jpg;stop;756;439;768;461;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;97;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;97
dayTest/daySequence1--00098.jpg;stop;755;439;770;466;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;98;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;98
dayTest/daySequence1--00099.jpg;stop;755;439;770;466;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;99;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;99
dayTest/daySequence1--00100.jpg;stop;752;439;770;466;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;100;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;100
dayTest/daySequence1--00101.jpg;stop;752;439;770;466;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;101;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;101
dayTest/daySequence1--00102.jpg;stop;752;439;770;466;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;102;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;102
dayTest/daySequence1--00103.jpg;stop;752;437;770;464;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;103;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;103
dayTest/daySequence1--00104.jpg;stop;751;435;769;462;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;104;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;104
dayTest/daySequence1--00105.jpg;stop;750;432;768;459;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;105;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;105
dayTest/daySequence1--00106.jpg;stop;750;429;768;456;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;106;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;106
dayTest/daySequence1--00107.jpg;stop;750;425;768;452;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;107;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;107
dayTest/daySequence1--00108.jpg;stop;750;425;768;452;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;108;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;108
dayTest/daySequence1--00109.jpg;stop;749;425;767;452;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;109;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;109
dayTest/daySequence1--00110.jpg;stop;749;425;767;452;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;110;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;110
dayTest/daySequence1--00111.jpg;stop;749;425;767;452;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;111;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;111
dayTest/daySequence1--00112.jpg;stop;748;425;766;452;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;112;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;112
dayTest/daySequence1--00113.jpg;stop;748;427;766;454;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;113;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;113
dayTest/daySequence1--00114.jpg;stop;747;427;765;454;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;114;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;114
dayTest/daySequence1--00115.jpg;stop;747;425;765;452;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;115;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;115
dayTest/daySequence1--00116.jpg;stop;746;423;764;450;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;116;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;116
dayTest/daySequence1--00117.jpg;stop;746;423;764;450;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;117;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;117
dayTest/daySequence1--00118.jpg;stop;746;423;764;450;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;118;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;118
dayTest/daySequence1--00119.jpg;stop;746;423;764;450;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;119;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;119
dayTest/daySequence1--00120.jpg;stop;746;423;764;450;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;120;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;120
dayTest/daySequence1--00121.jpg;stop;747;425;765;452;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;121;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;121
dayTest/daySequence1--00122.jpg;stop;748;425;766;452;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;122;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;122
dayTest/daySequence1--00123.jpg;stop;749;427;767;454;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;123;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;123
dayTest/daySequence1--00124.jpg;stop;749;427;767;454;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;124;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;124
dayTest/daySequence1--00125.jpg;stop;750;429;768;456;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;125;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;125
dayTest/daySequence1--00126.jpg;stop;750;427;768;454;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;126;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;126
dayTest/daySequence1--00127.jpg;stop;752;429;770;456;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;127;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;127
dayTest/daySequence1--00128.jpg;stop;752;427;770;454;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;128;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;128
dayTest/daySequence1--00129.jpg;stop;752;427;770;454;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;129;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;129
dayTest/daySequence1--00130.jpg;stop;753;425;771;456;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;130;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;130
dayTest/daySequence1--00131.jpg;stop;754;425;772;452;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;131;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;131
dayTest/daySequence1--00132.jpg;stop;755;423;773;450;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;132;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;132
dayTest/daySequence1--00133.jpg;stop;756;425;774;452;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;133;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;133
dayTest/daySequence1--00134.jpg;stop;756;423;774;450;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;134;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;134
dayTest/daySequence1--00135.jpg;stop;757;421;775;448;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;135;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;135
dayTest/daySequence1--00136.jpg;stop;758;418;776;449;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;136;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;136
dayTest/daySequence1--00137.jpg;stop;760;421;778;448;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;137;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;137
dayTest/daySequence1--00138.jpg;stop;760;421;778;448;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;138;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;138
dayTest/daySequence1--00139.jpg;stop;762;421;780;448;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;139;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;139
dayTest/daySequence1--00140.jpg;stop;764;420;782;451;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;140;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;140
dayTest/daySequence1--00140.jpg;stop;294;424;309;451;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;140;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;140
dayTest/daySequence1--00141.jpg;stop;766;423;784;450;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;141;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;141
dayTest/daySequence1--00141.jpg;stop;294;425;309;447;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;141;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;141
dayTest/daySequence1--00142.jpg;stop;767;423;788;450;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;142;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;142
dayTest/daySequence1--00142.jpg;stop;296;428;308;446;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;142;dayTest/daySequence1/Day1EveningShutter0.000200-Gain-0.mp4;142
